Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,medical,USA,CA,Los Angeles,Tustin,/financial-organization/maverick-capital,Maverick Capital,,USA,TX,Dallas,Dallas,series-c+,2/10/2012,2012-02,2012-Q1,2012," $35,000,000.00 "
no,medical,USA,CA,Los Angeles,Tustin,/financial-organization/maverick-capital,Maverick Capital,,USA,TX,Dallas,Dallas,series-b,7/7/2010,2010-07,2010-Q3,2010," $17,500,000.00 "
yes,medical,USA,CA,SF Bay,San Francisco,/financial-organization/maverick-capital,Maverick Capital,,USA,TX,Dallas,Dallas,series-c+,5/1/2012,2012-05,2012-Q2,2012," $100,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/maverick-capital,Maverick Capital,,USA,TX,Dallas,Dallas,series-c+,1/7/2013,2013-01,2013-Q1,2013," $15,000,000.00 "
no,biotech,USA,CO,Denver,Boulder,/financial-organization/maveron,Maveron,,USA,WA,Seattle,Seattle,venture,8/5/2008,2008-08,2008-Q3,2008," $16,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/maveron,Maveron,,USA,WA,Seattle,Seattle,series-a,4/29/2013,2013-04,2013-Q2,2013," $4,000,000.00 "
no,biotech,USA,NY,New York,New York,/financial-organization/maxim-group,Maxim Group,,USA,NY,New York,New York,series-b,10/26/2010,2010-10,2010-Q4,2010," $12,000,000.00 "
no,biotech,USA,NJ,New Providence,NEW PROVIDENCE,/financial-organization/maxim-group,Maxim Group,,USA,NY,New York,New York,series-c+,6/4/2013,2013-06,2013-Q2,2013," $18,000,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mayfield-fund,Mayfield Fund,,USA,CA,SF Bay,Menlo Park,series-a,12/6/2011,2011-12,2011-Q4,2011," $11,500,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/mayfield-fund,Mayfield Fund,,USA,CA,SF Bay,Menlo Park,series-b,3/6/2013,2013-03,2013-Q1,2013," $11,500,000.00 "
no,health,USA,CA,SF Bay,Palo Alto,/financial-organization/mayfield-fund,Mayfield Fund,,USA,CA,SF Bay,Menlo Park,series-b,5/8/2013,2013-05,2013-Q2,2013," $24,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/mayflower,Mayflower,,USA,MA,Boston,Boston,series-b,11/16/2006,2006-11,2006-Q4,2006," $35,000,000.00 "
no,medical,USA,MN,Minneapolis,Shoreview,/financial-organization/mayo-medical-ventures,Mayo Medical Ventures,,,,unknown,,series-c+,9/19/2012,2012-09,2012-Q3,2012," $30,000,000.00 "
no,medical,USA,MN,Minneapolis,Shoreview,/financial-organization/mayo-medical-ventures,Mayo Medical Ventures,,,,unknown,,series-b,6/28/2005,2005-06,2005-Q2,2005," $10,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/mrieux-dveloppement,M??rieux D??veloppement,,,,unknown,,series-b,3/1/2011,2011-03,2011-Q1,2011," $12,400,000.00 "
no,biotech,USA,MN,Minneapolis,Minnetonka,/financial-organization/mb-venture-capital-fund,MB Venture Capital Fund,,USA,TN,Memphis,Memphis,series-c+,6/7/2010,2010-06,2010-Q2,2010," $18,300,000.00 "
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/mb-venture-capital-fund,MB Venture Capital Fund,,USA,TN,Memphis,Memphis,series-c+,10/25/2010,2010-10,2010-Q4,2010," $15,000,000.00 "
no,medical,USA,AZ,Phoenix,Scottsdale,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,venture,2/14/2012,2012-02,2012-Q1,2012," $10,000,000.00 "
no,medical,USA,MN,Minneapolis,Minnetonka,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,series-c+,5/16/2012,2012-05,2012-Q2,2012," $25,000,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,venture,10/23/2012,2012-10,2012-Q4,2012," $5,000,000.00 "
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,series-c+,1/10/2013,2013-01,2013-Q1,2013," $3,600,000.00 "
no,biotech,USA,MN,Minneapolis,Minnetonka,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,series-c+,7/25/2006,2006-07,2006-Q3,2006," $20,000,000.00 "
no,medical,USA,TN,Memphis,Memphis,/financial-organization/mb-venture-partners,MB Venture Partners,,USA,TN,Memphis,Memphis,angel,8/16/2012,2012-08,2012-Q3,2012," $150,000.00 "
yes,biotech,USA,PA,Philadelphia,Malvern,/financial-organization/mds-capital,MDS Capital,,,,unknown,,series-c+,1/29/2007,2007-01,2007-Q1,2007," $63,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/mds-capital,MDS Capital,,,,unknown,,venture,9/7/2006,2006-09,2006-Q3,2006," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/mds-capital,MDS Capital,,,,unknown,,series-b,5/2/2006,2006-05,2006-Q2,2006," $35,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mds-capital,MDS Capital,,,,unknown,,series-a,11/29/2005,2005-11,2005-Q4,2005," $3,850,000.00 "
no,biotech,USA,CA,SF Bay,San Jose,/financial-organization/medfocus,Medfocus,,FRA,,Paris,Courbevoie,venture,6/3/2008,2008-06,2008-Q2,2008," $8,800,000.00 "
no,medical,USA,PA,Philadelphia,Wayne,/financial-organization/medfocus,Medfocus,,FRA,,Paris,Courbevoie,series-b,10/1/2009,2009-10,2009-Q4,2009," $1,600,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/medfocus,Medfocus,,FRA,,Paris,Courbevoie,series-b,4/7/2010,2010-04,2010-Q2,2010," $14,000,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/medibic-alliance,MediBic Alliance,,JPN,,Tokyo,Tokyo,series-b,1/7/2009,2009-01,2009-Q1,2009," $21,400,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/medibic-alliance,MediBic Alliance,,JPN,,Tokyo,Tokyo,series-a,11/21/2006,2006-11,2006-Q4,2006," $16,000,000.00 "
no,biotech,USA,CA,SF Bay,Fremont,/financial-organization/medica-venture-partners,Medica Venture Partners,,ISR,,Herzliya,Herzliya,series-c+,11/8/2005,2005-11,2005-Q4,2005," $15,000,000.00 "
no,medical,USA,MN,Minneapolis,Minneapolis,/financial-organization/medica-venture-partners,Medica Venture Partners,,ISR,,Herzliya,Herzliya,venture,9/7/2010,2010-09,2010-Q3,2010," $24,800,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/medicis-capital,Medicis Capital,,DEU,,Munich,Munich,series-c+,3/12/2008,2008-03,2008-Q1,2008," $15,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/medicis-capital,Medicis Capital,,DEU,,Munich,Munich,series-c+,1/8/2010,2010-01,2010-Q1,2010," $22,600,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/medicis-capital,Medicis Capital,,DEU,,Munich,Munich,series-c+,3/21/2012,2012-03,2012-Q1,2012," $33,000,000.00 "
no,biotech,USA,CT,New Haven,New Haven,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,venture,1/25/2009,2009-01,2009-Q1,2009," $25,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,3/1/2008,2008-03,2008-Q1,2008," $30,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,1/16/2009,2009-01,2009-Q1,2009," $22,000,000.00 "
no,biotech,USA,NJ,Cranbury,Cranbury,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,6/14/2009,2009-06,2009-Q2,2009," $30,000,000.00 "
no,biotech,USA,FL,Alachua,Alachua,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,11/1/2003,2003-11,2003-Q4,2003," $27,000,000.00 "
no,biotech,USA,FL,Alachua,Alachua,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,6/9/2009,2009-06,2009-Q2,2009," $11,800,000.00 "
no,biotech,USA,MT,Bozeman,Bozeman,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,4/1/2008,2008-04,2008-Q2,2008," $28,000,000.00 "
no,biotech,USA,ME,Boston,Newton,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,3/16/2009,2009-03,2009-Q1,2009," $8,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,11/25/2009,2009-11,2009-Q4,2009," $30,000,000.00 "
yes,biotech,USA,CA,San Diego,San Diego,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,1/13/2010,2010-01,2010-Q1,2010," $51,600,000.00 "
yes,biotech,USA,WA,Seattle,Seattle,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,6/16/2006,2006-06,2006-Q2,2006," $55,000,000.00 "
no,biotech,USA,NJ,Cranbury,Cranbury,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,10/25/2006,2006-10,2006-Q4,2006," $40,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,4/21/2010,2010-04,2010-Q2,2010," $39,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,6/11/2010,2010-06,2010-Q2,2010," $18,000,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,6/16/2010,2010-06,2010-Q2,2010," $15,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-c+,6/10/2011,2011-06,2011-Q2,2011," $30,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,12/13/2011,2011-12,2011-Q4,2011," $8,000,000.00 "
no,biotech,USA,NY,Stony Brook,Stony Brook,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,7/16/2012,2012-07,2012-Q3,2012," $12,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,venture,11/6/2012,2012-11,2012-Q4,2012," $50,000,000.00 "
no,biotech,USA,FL,Alachua,Alachua,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-b,11/19/2012,2012-11,2012-Q4,2012," $37,500,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,venture,2/6/2013,2013-02,2013-Q1,2013," $9,000,000.00 "
no,biotech,USA,MD,Baltimore,Towson,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,series-a,10/2/2009,2009-10,2009-Q4,2009," $10,750,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/medimmune-ventures,MedImmune Ventures,,USA,MD,Washington DC,Gaithersburg,other,9/27/2013,2013-09,2013-Q3,2013," $7,000,000.00 "
no,biotech,USA,MA,Boston,Watertown,/financial-organization/mediphase-venture-partners,Mediphase Venture Partners,,USA,MA,Boston,Newton,series-a,8/7/2008,2008-08,2008-Q3,2008," $15,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/mediphase-venture-partners,Mediphase Venture Partners,,USA,MA,Boston,Newton,series-a,10/29/2007,2007-10,2007-Q4,2007," $33,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/mediphase-venture-partners,Mediphase Venture Partners,,USA,MA,Boston,Newton,series-c+,4/30/2008,2008-04,2008-Q2,2008," $37,000,000.00 "
no,biotech,USA,MA,Boston,Watertown,/financial-organization/mediphase-venture-partners,Mediphase Venture Partners,,USA,MA,Boston,Newton,series-c+,6/1/2010,2010-06,2010-Q2,2010," $45,000,000.00 "
yes,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/mediphase-venture-partners,Mediphase Venture Partners,,USA,MA,Boston,Newton,series-b,9/13/2010,2010-09,2010-Q3,2010," $70,000,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,2/4/2009,2009-02,2009-Q1,2009," $500,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-b,5/7/2007,2007-05,2007-Q2,2007," $20,000,000.00 "
no,medical,USA,CA,SF Bay,Alameda,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,venture,8/6/2007,2007-08,2007-Q3,2007," $3,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Rosa,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-b,5/21/2007,2007-05,2007-Q2,2007," $10,000,000.00 "
no,medical,USA,CA,San Diego,San Diego,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,9/15/2009,2009-09,2009-Q3,2009," $13,500,000.00 "
no,medical,USA,MD,Washington DC,Glen Burnie,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,10/30/2009,2009-10,2009-Q4,2009," $20,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,11/9/2009,2009-11,2009-Q4,2009," $27,400,000.00 "
no,biotech,USA,CA,SF Bay,Lafayette,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-a,3/31/2008,2008-03,2008-Q1,2008," $4,700,000.00 "
no,medical,USA,CA,SF Bay,Sunnyvale,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,venture,1/11/2010,2010-01,2010-Q1,2010," $3,900,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,3/8/2010,2010-03,2010-Q1,2010," $32,000,000.00 "
no,biotech,USA,WA,Seattle,Bothell,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,3/21/2006,2006-03,2006-Q1,2006," $26,000,000.00 "
no,medical,USA,CA,SF Bay,Alameda,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,other,6/9/2010,2010-06,2010-Q2,2010," $2,250,000.00 "
no,biotech,USA,WA,Seattle,Bothell,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-b,2/18/2005,2005-02,2005-Q1,2005," $18,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Rosa,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,2/14/2011,2011-02,2011-Q1,2011," $22,000,000.00 "
no,health,USA,MA,Boston,Concord,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,6/7/2011,2011-06,2011-Q2,2011," $20,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,series-c+,6/15/2011,2011-06,2011-Q2,2011," $30,000,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/medventures-associates,MedVenture Associates,,USA,CA,SF Bay,Emeryville,venture,7/9/2013,2013-07,2013-Q3,2013," $18,000,000.00 "
no,health,USA,CA,Los Angeles,Irvine,/financial-organization/memorialcare-innovation-fund,MemorialCare Innovation Fund,,USA,CA,Los Angeles,Long Beach,series-b,1/31/2013,2013-01,2013-Q1,2013," $27,000,000.00 "
no,medical,USA,WA,Seattle,Bellevue,/financial-organization/menlo-ventures,Menlo Ventures,,USA,CA,SF Bay,Menlo Park,venture,9/13/2011,2011-09,2011-Q3,2011," $12,000,000.00 "
no,biotech,USA,FL,Tampa,Tampa,/financial-organization/mentor-capital-group,Mentor Capital Partners,,USA,PA,Philadelphia,Yardley,series-a,9/15/2009,2009-09,2009-Q3,2009," $2,200,000.00 "
no,biotech,USA,PA,Philadelphia,Wayne,/financial-organization/mentortech-ventures,MentorTech Ventures,,USA,PA,Philadelphia,Philadelphia,series-c+,12/1/2009,2009-12,2009-Q4,2009," $4,700,000.00 "
no,biotech,USA,PA,Philadelphia,Wayne,/financial-organization/mentortech-ventures,MentorTech Ventures,,USA,PA,Philadelphia,Philadelphia,venture,3/7/2012,2012-03,2012-Q1,2012," $1,500,000.00 "
no,biotech,USA,PA,Philadelphia,Wayne,/financial-organization/mentortech-ventures,MentorTech Ventures,,USA,PA,Philadelphia,Philadelphia,series-b,4/16/2012,2012-04,2012-Q2,2012," $1,900,000.00 "
no,biotech,USA,UT,Salt Lake City,Orem,/financial-organization/mercato-partners,Mercato Partners,,USA,UT,Salt Lake City,Salt Lake City,series-b,9/5/2013,2013-09,2013-Q3,2013," $30,000,000.00 "
no,biotech,USA,AZ,Tucson,Tucson,/financial-organization/merck-capital-ventures,Merck Capital Ventures,,,,unknown,,series-c+,2/23/2011,2011-02,2011-Q1,2011," $15,700,000.00 "
no,biotech,USA,AZ,Tucson,Tucson,/financial-organization/merck-capital-ventures,Merck Capital Ventures,,,,unknown,,series-c+,2/24/2011,2011-02,2011-Q1,2011," $15,700,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,series-b,12/20/2011,2011-12,2011-Q4,2011," $10,000,000.00 "
no,biotech,USA,MA,Boston,Boston,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,venture,12/30/2011,2011-12,2011-Q4,2011," $10,000,000.00 "
no,biotech,USA,MN,Mendota Heights,Mendota Heights,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,series-c+,9/20/2012,2012-09,2012-Q3,2012," $7,000,000.00 "
no,biotech,USA,MN,Mendota Heights,Mendota Heights,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,venture,1/7/2013,2013-01,2013-Q1,2013," $7,000,000.00 "
no,health,USA,NY,Rochester,Rochester,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,series-c+,1/24/2013,2013-01,2013-Q1,2013,
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,series-b,6/21/2013,2013-06,2013-Q2,2013," $10,000,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/merck-global-health-innovation-fund,Merck Global Health Innovation Fund,,,,unknown,,series-b,2/12/2013,2013-02,2013-Q1,2013," $10,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/financial-organization/merck-serono-ventures,Merck Serono Ventures,,DEU,,Darmstadt,Darmstadt,series-c+,4/1/2009,2009-04,2009-Q2,2009," $10,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/financial-organization/merck-serono-ventures,Merck Serono Ventures,,DEU,,Darmstadt,Darmstadt,series-a,6/9/2009,2009-06,2009-Q2,2009," $13,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/merck-serono-ventures,Merck Serono Ventures,,DEU,,Darmstadt,Darmstadt,series-a,2/2/2012,2012-02,2012-Q1,2012," $20,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/merck-serono-ventures,Merck Serono Ventures,,DEU,,Darmstadt,Darmstadt,series-b,6/5/2012,2012-06,2012-Q2,2012," $18,000,000.00 "
no,biotech,USA,TX,Houston,Houston,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,series-a,5/5/2009,2009-05,2009-Q2,2009," $5,000,000.00 "
no,biotech,USA,TX,Houston,Houston,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,venture,2/1/2008,2008-02,2008-Q1,2008," $2,350,000.00 "
no,biotech,USA,CA,Los Angeles,Aliso Viejo,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,series-c+,1/17/2010,2010-01,2010-Q1,2010," $15,500,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,series-b,1/19/2010,2010-01,2010-Q1,2010," $2,500,000.00 "
no,biotech,USA,MI,Detroit,Ann Arbor,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,series-a,8/19/2010,2010-08,2010-Q3,2010," $3,000,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/dfj-mercury,Mercury Fund,,USA,TX,Houston,Houston,series-a,9/17/2012,2012-09,2012-Q3,2012," $4,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/merieux-developpement,Merieux Developpement,,FRA,,Lyon,LYON,private-equity,5/6/2013,2013-05,2013-Q2,2013," $6,400,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/meritech-capital-partners,Meritech Capital Partners,,USA,CA,SF Bay,Palo Alto,series-c+,4/19/2007,2007-04,2007-Q2,2007," $15,000,000.00 "
yes,biotech,USA,CA,SF Bay,San Jose,/financial-organization/meritech-capital-partners,Meritech Capital Partners,,USA,CA,SF Bay,Palo Alto,series-c+,1/9/2012,2012-01,2012-Q1,2012," $52,700,000.00 "
no,medical,USA,CA,Los Angeles,Laguna Hills,/financial-organization/meritech-capital-partners,Meritech Capital Partners,,USA,CA,SF Bay,Palo Alto,series-c+,2/7/2013,2013-02,2013-Q1,2013," $30,000,000.00 "
no,medical,USA,MS,Southaven,Southaven,/financial-organization/meritus-ventures,Meritus Ventures,,USA,KY,London,London,venture,8/31/2012,2012-08,2012-Q3,2012,
no,biotech,USA,CA,SF Bay,Hayward,/financial-organization/merlin-biomed,Merlin Biomed,,USA,NY,New York,New York,venture,11/5/2009,2009-11,2009-Q4,2009," $8,600,000.00 "
no,biotech,USA,CA,SF Bay,Hayward,/financial-organization/merlin-biomed,Merlin Biomed,,USA,NY,New York,New York,series-c+,4/19/2007,2007-04,2007-Q2,2007," $32,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/merlin-biomed,Merlin Biomed,,USA,NY,New York,New York,venture,9/7/2006,2006-09,2006-Q3,2006," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/merlin-biomed,Merlin Biomed,,USA,NY,New York,New York,venture,6/27/2006,2006-06,2006-Q2,2006," $8,300,000.00 "
yes,biotech,USA,CA,SF Bay,San Francisco,/financial-organization/merlin-biomed,Merlin Biomed,,USA,NY,New York,New York,venture,2/16/2005,2005-02,2005-Q1,2005," $100,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/merlin-biosciences,Merlin Biosciences,,,,unknown,,series-b,11/16/2006,2006-11,2006-Q4,2006," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/merrill-lynch,Merrill Lynch,,USA,NY,New York,New York,venture,2/21/2008,2008-02,2008-Q1,2008," $30,000,000.00 "
no,biotech,USA,CA,San Diego,La Jolla,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-b,4/7/2009,2009-04,2009-Q2,2009," $5,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-a,1/21/2010,2010-01,2010-Q1,2010," $30,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-a,8/30/2010,2010-08,2010-Q3,2010," $10,800,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-b,1/4/2011,2011-01,2011-Q1,2011," $15,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-a,9/26/2011,2011-09,2011-Q3,2011," $17,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,series-b,1/4/2012,2012-01,2012-Q1,2012," $30,000,000.00 "
no,biotech,USA,NM,Albuquerque,Albuquerque,/financial-organization/mesa-verde-venture-partners,Mesa Verde Venture Partners,,USA,CA,San Diego,San Diego,venture,9/10/2012,2012-09,2012-Q3,2012," $5,300,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/mesa,MESA+,,USA,NY,New York,New York,other,12/20/2012,2012-12,2012-Q4,2012," $1,000,000.00 "
no,biotech,USA,VA,Glen Allen,Glen Allen,/financial-organization/metalmark-capital,Metalmark Capital,,USA,NY,New York,New York,venture,10/25/2011,2011-10,2011-Q4,2011,
no,biotech,USA,PA,Pittsburg,Pittsburgh,/financial-organization/meyer-ventures,Meyer Ventures,,USA,NY,New York,New York,series-b,4/23/2007,2007-04,2007-Q2,2007," $1,600,000.00 "
no,biotech,USA,CA,SF Bay,Foster City,/financial-organization/michaelson-capital-partners,Michaelson Capital Partners,,,,unknown,,venture,6/21/2013,2013-06,2013-Q2,2013,
no,biotech,USA,MI,Grand Rapids,Grand Rapids,/financial-organization/michigan-emerging-technology-fund,Michigan Emerging Technology Fund,,,,unknown,,angel,9/30/2013,2013-09,2013-Q3,2013," $1,000,000.00 "
no,medical,USA,MI,Kalamazoo,Kalamazoo,/financial-organization/michigan-pre-seed-capital-fund,Michigan Pre-Seed Capital Fund,,USA,MI,Detroit,Ann Arbor,venture,11/8/2009,2009-11,2009-Q4,2009,
no,medical,USA,MI,Detroit,Ann Arbor,/financial-organization/michigan-pre-seed-capital-fund,Michigan Pre-Seed Capital Fund,,USA,MI,Detroit,Ann Arbor,venture,4/25/2012,2012-04,2012-Q2,2012,
no,biotech,USA,MI,Detroit,Plymouth,/financial-organization/michigan-pre-seed-capital-fund,Michigan Pre-Seed Capital Fund,,USA,MI,Detroit,Ann Arbor,venture,5/6/2012,2012-05,2012-Q2,2012,
